Date,Bag,Ballerinas,Belt,Bikini top,Blazer,Blouse,Bodysuit,Boots,Bra,Bracelet,Cap/peaked,Cardigan,Coat,Costumes,Dress,Dungarees,Earring,Earrings,Flat shoe,Flip flop,Garment Set,Gloves,Hair clip,Hair string,Hair ties,Hair/alice band,Hat/beanie,Hat/brim,Heeled sandals,Hoodie,Jacket,Jumpsuit/Playsuit,Kids Underwear top,Leggings/Tights,Necklace,Night gown,Nipple covers,Other accessories,Other shoe,Outdoor Waistcoat,Outdoor trousers,Polo shirt,Pumps,Pyjama bottom,Pyjama jumpsuit/playsuit,Pyjama set,Ring,Robe,Sandals,Sarong,Scarf,Shirt,Shorts,Skirt,Slippers,Sneakers,Socks,Sunglasses,Sweater,Swimsuit,Swimwear bottom,Swimwear set,T-shirt,Tailored Waistcoat,Tie,Top,Trousers,Umbrella,Underdress,Underwear Tights,Underwear body,Underwear bottom,Underwear set,Vest top,Wallet,Watch,Wedge
2019-10-25,203.0,25.0,358.0,130.0,637.0,1890.0,262.0,307.0,1435.0,2.0,46.0,560.0,346.0,6.0,2814.0,11.0,256.0,20.0,35.0,6.0,46.0,64.0,61.0,55.0,68.0,127.0,161.0,6.0,11.0,923.0,945.0,174.0,5.0,1146.0,156.0,66.0,7.0,128.0,35.0,4.0,6.0,32.0,33.0,180.0,13.0,314.0,56.0,53.0,8.0,1.0,461.0,862.0,182.0,1112.0,47.0,100.0,801.0,29.0,6922.0,34.0,156.0,0.0,1649.0,7.0,8.0,2143.0,5344.0,5.0,7.0,644.0,135.0,1411.0,11.0,804.0,5.0,2.0,3.0
2019-10-26,179.0,15.0,324.0,142.0,546.0,1649.0,301.0,299.0,1350.0,8.0,39.0,529.0,340.0,6.0,2746.0,15.0,249.0,13.0,34.0,9.0,55.0,57.0,94.0,48.0,84.0,93.0,103.0,13.0,12.0,748.0,830.0,130.0,11.0,1070.0,121.0,76.0,11.0,97.0,13.0,5.0,4.0,43.0,40.0,150.0,11.0,278.0,38.0,51.0,16.0,2.0,430.0,864.0,170.0,1018.0,29.0,102.0,816.0,40.0,6318.0,55.0,159.0,1.0,1731.0,12.0,6.0,1999.0,4822.0,1.0,8.0,679.0,111.0,1319.0,15.0,885.0,4.0,12.0,6.0
2019-10-27,158.0,22.0,258.0,151.0,526.0,1467.0,271.0,308.0,1500.0,4.0,34.0,538.0,346.0,2.0,2738.0,18.0,210.0,5.0,34.0,4.0,46.0,77.0,43.0,34.0,58.0,75.0,130.0,9.0,4.0,743.0,756.0,156.0,7.0,988.0,110.0,68.0,6.0,57.0,14.0,6.0,7.0,46.0,37.0,171.0,4.0,357.0,54.0,64.0,18.0,1.0,403.0,728.0,226.0,891.0,49.0,71.0,617.0,28.0,5954.0,48.0,152.0,0.0,1464.0,8.0,5.0,1746.0,5079.0,5.0,4.0,581.0,183.0,1411.0,6.0,875.0,3.0,4.0,9.0
2019-10-28,172.0,20.0,215.0,144.0,502.0,1297.0,271.0,303.0,1300.0,4.0,32.0,486.0,282.0,6.0,2773.0,4.0,144.0,7.0,27.0,8.0,71.0,79.0,39.0,23.0,55.0,88.0,126.0,13.0,14.0,670.0,854.0,173.0,4.0,819.0,77.0,57.0,4.0,63.0,13.0,8.0,16.0,27.0,32.0,155.0,15.0,344.0,31.0,47.0,9.0,2.0,328.0,575.0,156.0,931.0,56.0,67.0,463.0,17.0,4860.0,54.0,139.0,0.0,1290.0,1.0,2.0,1682.0,4505.0,3.0,2.0,422.0,166.0,1035.0,23.0,874.0,3.0,6.0,6.0
2019-10-29,161.0,20.0,200.0,156.0,448.0,1356.0,183.0,288.0,1295.0,2.0,27.0,519.0,278.0,5.0,2615.0,5.0,166.0,11.0,35.0,7.0,37.0,116.0,45.0,23.0,64.0,77.0,193.0,20.0,10.0,701.0,916.0,166.0,3.0,818.0,98.0,78.0,8.0,59.0,17.0,5.0,9.0,40.0,22.0,125.0,2.0,352.0,30.0,53.0,14.0,0.0,384.0,651.0,205.0,946.0,48.0,63.0,461.0,41.0,5227.0,52.0,151.0,0.0,1278.0,7.0,4.0,1689.0,4478.0,5.0,6.0,501.0,145.0,1015.0,37.0,811.0,4.0,2.0,6.0
2019-10-30,164.0,15.0,235.0,165.0,491.0,1418.0,190.0,298.0,1304.0,2.0,37.0,531.0,337.0,12.0,3067.0,3.0,166.0,14.0,28.0,13.0,52.0,220.0,24.0,17.0,71.0,122.0,264.0,19.0,15.0,753.0,1102.0,223.0,13.0,1081.0,121.0,74.0,7.0,94.0,22.0,9.0,0.0,41.0,34.0,195.0,10.0,363.0,40.0,43.0,13.0,2.0,531.0,739.0,214.0,1065.0,48.0,78.0,644.0,29.0,6190.0,75.0,151.0,0.0,1349.0,6.0,4.0,1934.0,4953.0,2.0,8.0,527.0,128.0,1142.0,16.0,855.0,4.0,1.0,8.0
2019-10-31,186.0,9.0,220.0,152.0,498.0,1346.0,227.0,316.0,1201.0,7.0,35.0,466.0,312.0,9.0,3083.0,8.0,199.0,8.0,19.0,8.0,38.0,209.0,57.0,29.0,91.0,159.0,282.0,17.0,12.0,808.0,1102.0,219.0,4.0,923.0,109.0,47.0,1.0,100.0,14.0,8.0,5.0,40.0,24.0,142.0,7.0,368.0,30.0,67.0,13.0,16.0,546.0,705.0,215.0,926.0,60.0,66.0,656.0,29.0,5998.0,40.0,149.0,3.0,1465.0,1.0,4.0,1873.0,4487.0,4.0,1.0,482.0,164.0,977.0,24.0,839.0,3.0,2.0,6.0
2019-11-01,183.0,23.0,245.0,144.0,545.0,1452.0,179.0,291.0,1187.0,1.0,38.0,499.0,338.0,8.0,2679.0,3.0,236.0,18.0,24.0,8.0,38.0,176.0,61.0,40.0,119.0,101.0,224.0,21.0,18.0,727.0,1048.0,147.0,5.0,902.0,143.0,67.0,11.0,80.0,26.0,7.0,4.0,33.0,25.0,180.0,30.0,345.0,45.0,66.0,15.0,1.0,474.0,701.0,150.0,940.0,63.0,79.0,688.0,26.0,6111.0,39.0,170.0,0.0,1260.0,6.0,7.0,1897.0,4583.0,16.0,4.0,504.0,125.0,962.0,10.0,678.0,4.0,5.0,3.0
2019-11-02,192.0,20.0,261.0,89.0,628.0,1588.0,208.0,279.0,1287.0,2.0,42.0,504.0,371.0,5.0,2924.0,6.0,286.0,19.0,19.0,6.0,51.0,161.0,73.0,46.0,111.0,128.0,233.0,16.0,11.0,842.0,1049.0,174.0,1.0,949.0,130.0,64.0,7.0,107.0,8.0,5.0,5.0,44.0,42.0,144.0,29.0,349.0,45.0,58.0,16.0,3.0,556.0,849.0,177.0,1004.0,27.0,82.0,881.0,29.0,6508.0,47.0,94.0,0.0,1507.0,3.0,6.0,1930.0,4862.0,7.0,8.0,679.0,141.0,1237.0,24.0,790.0,1.0,8.0,5.0
2019-11-03,460.0,50.0,512.0,345.0,1625.0,3711.0,668.0,1104.0,3666.0,13.0,92.0,1797.0,1071.0,9.0,7665.0,21.0,444.0,8.0,75.0,25.0,91.0,293.0,54.0,23.0,50.0,168.0,629.0,31.0,50.0,1898.0,2878.0,518.0,13.0,1792.0,216.0,205.0,13.0,146.0,50.0,11.0,15.0,134.0,100.0,441.0,71.0,1159.0,58.0,217.0,43.0,5.0,957.0,1625.0,450.0,2374.0,164.0,193.0,1168.0,79.0,15433.0,110.0,310.0,3.0,3104.0,6.0,8.0,4454.0,12397.0,10.0,13.0,872.0,378.0,2902.0,84.0,2206.0,9.0,12.0,15.0
2019-11-04,178.0,20.0,196.0,179.0,459.0,1116.0,226.0,254.0,1375.0,5.0,41.0,445.0,250.0,2.0,2701.0,8.0,162.0,8.0,36.0,9.0,39.0,88.0,32.0,14.0,54.0,68.0,157.0,12.0,14.0,601.0,764.0,164.0,4.0,764.0,88.0,97.0,4.0,78.0,18.0,4.0,4.0,54.0,31.0,105.0,23.0,326.0,31.0,59.0,8.0,3.0,294.0,570.0,230.0,905.0,54.0,91.0,479.0,34.0,4511.0,65.0,185.0,1.0,1187.0,3.0,2.0,1507.0,4093.0,1.0,12.0,334.0,150.0,1056.0,38.0,733.0,8.0,6.0,3.0
2019-11-05,131.0,32.0,180.0,190.0,516.0,1260.0,268.0,247.0,1268.0,1.0,35.0,455.0,276.0,9.0,2792.0,10.0,150.0,4.0,39.0,11.0,35.0,65.0,48.0,18.0,55.0,75.0,205.0,8.0,16.0,604.0,836.0,209.0,6.0,740.0,67.0,68.0,5.0,66.0,14.0,7.0,0.0,37.0,23.0,125.0,13.0,297.0,21.0,53.0,10.0,3.0,271.0,607.0,204.0,888.0,34.0,69.0,493.0,26.0,4706.0,42.0,183.0,1.0,1191.0,2.0,2.0,1570.0,4187.0,4.0,5.0,273.0,141.0,965.0,49.0,692.0,3.0,4.0,4.0
2019-11-06,148.0,15.0,247.0,165.0,485.0,1392.0,240.0,293.0,1300.0,4.0,56.0,486.0,218.0,7.0,2689.0,13.0,188.0,13.0,30.0,10.0,33.0,77.0,36.0,27.0,70.0,101.0,185.0,12.0,14.0,626.0,745.0,223.0,5.0,812.0,109.0,66.0,4.0,56.0,17.0,8.0,4.0,37.0,35.0,131.0,14.0,286.0,35.0,40.0,4.0,1.0,357.0,631.0,215.0,978.0,52.0,49.0,582.0,22.0,5178.0,55.0,166.0,0.0,1170.0,9.0,5.0,1595.0,4224.0,11.0,3.0,488.0,113.0,1024.0,30.0,754.0,3.0,3.0,2.0
2019-11-07,167.0,30.0,225.0,134.0,466.0,1355.0,237.0,275.0,1077.0,2.0,38.0,432.0,200.0,1.0,2921.0,7.0,196.0,10.0,27.0,7.0,25.0,57.0,41.0,25.0,73.0,79.0,142.0,15.0,17.0,622.0,685.0,253.0,13.0,764.0,85.0,74.0,7.0,72.0,19.0,2.0,8.0,39.0,29.0,138.0,18.0,262.0,31.0,56.0,9.0,3.0,328.0,632.0,144.0,925.0,32.0,71.0,571.0,23.0,4852.0,43.0,112.0,0.0,1162.0,10.0,3.0,1543.0,3861.0,8.0,5.0,440.0,192.0,918.0,51.0,680.0,4.0,4.0,8.0
2019-11-08,183.0,23.0,283.0,91.0,541.0,1449.0,249.0,263.0,1139.0,3.0,40.0,436.0,235.0,7.0,3133.0,14.0,242.0,15.0,38.0,8.0,58.0,98.0,60.0,47.0,119.0,86.0,187.0,18.0,26.0,700.0,734.0,287.0,7.0,911.0,109.0,79.0,9.0,67.0,15.0,2.0,1.0,30.0,27.0,188.0,19.0,295.0,34.0,42.0,20.0,1.0,425.0,658.0,177.0,969.0,40.0,54.0,705.0,18.0,5380.0,40.0,90.0,0.0,1229.0,12.0,3.0,1800.0,3963.0,2.0,7.0,480.0,116.0,1006.0,65.0,709.0,10.0,1.0,4.0
2019-11-09,177.0,20.0,223.0,98.0,481.0,1407.0,207.0,287.0,1221.0,5.0,37.0,434.0,272.0,7.0,2929.0,17.0,264.0,17.0,24.0,9.0,58.0,125.0,61.0,65.0,130.0,101.0,166.0,17.0,15.0,663.0,772.0,231.0,9.0,907.0,128.0,66.0,6.0,74.0,8.0,5.0,11.0,66.0,26.0,150.0,18.0,293.0,40.0,57.0,11.0,1.0,489.0,748.0,155.0,885.0,47.0,53.0,879.0,29.0,5670.0,33.0,98.0,1.0,1339.0,9.0,13.0,1618.0,3875.0,10.0,2.0,629.0,127.0,1095.0,44.0,704.0,4.0,10.0,5.0
2019-11-10,141.0,13.0,191.0,137.0,363.0,1020.0,190.0,291.0,1047.0,1.0,32.0,405.0,249.0,5.0,2554.0,12.0,158.0,4.0,21.0,8.0,39.0,109.0,32.0,22.0,52.0,79.0,169.0,18.0,8.0,639.0,649.0,216.0,3.0,651.0,75.0,62.0,10.0,68.0,12.0,3.0,6.0,30.0,24.0,111.0,14.0,276.0,19.0,44.0,9.0,0.0,313.0,517.0,137.0,774.0,53.0,61.0,608.0,9.0,4535.0,50.0,157.0,0.0,1018.0,13.0,6.0,1239.0,3459.0,2.0,4.0,350.0,93.0,880.0,82.0,679.0,6.0,5.0,5.0
2019-11-11,208.0,34.0,237.0,230.0,633.0,1756.0,320.0,533.0,1820.0,5.0,50.0,663.0,377.0,4.0,4684.0,9.0,240.0,8.0,44.0,10.0,52.0,171.0,45.0,26.0,61.0,121.0,286.0,28.0,28.0,879.0,1229.0,439.0,10.0,914.0,100.0,114.0,12.0,71.0,24.0,12.0,10.0,41.0,42.0,231.0,17.0,518.0,37.0,90.0,15.0,0.0,421.0,669.0,278.0,1155.0,93.0,96.0,564.0,24.0,7387.0,51.0,232.0,1.0,1445.0,6.0,10.0,2136.0,5653.0,5.0,5.0,405.0,197.0,1325.0,142.0,1052.0,5.0,0.0,5.0
2019-11-12,112.0,19.0,159.0,105.0,423.0,1015.0,209.0,287.0,1021.0,3.0,32.0,394.0,193.0,5.0,2857.0,8.0,182.0,7.0,26.0,5.0,43.0,152.0,34.0,23.0,45.0,82.0,279.0,16.0,29.0,496.0,740.0,235.0,1.0,703.0,63.0,75.0,3.0,61.0,11.0,5.0,7.0,40.0,13.0,138.0,7.0,353.0,27.0,44.0,7.0,0.0,335.0,470.0,152.0,714.0,66.0,56.0,496.0,12.0,4215.0,42.0,132.0,0.0,1030.0,4.0,6.0,1356.0,3246.0,4.0,0.0,274.0,117.0,821.0,92.0,598.0,3.0,5.0,4.0
2019-11-13,159.0,23.0,163.0,132.0,442.0,1251.0,198.0,280.0,1165.0,1.0,39.0,397.0,205.0,11.0,2842.0,12.0,195.0,13.0,18.0,6.0,25.0,122.0,35.0,47.0,65.0,75.0,213.0,15.0,18.0,553.0,729.0,275.0,12.0,848.0,67.0,115.0,5.0,54.0,15.0,5.0,8.0,25.0,21.0,175.0,16.0,385.0,16.0,47.0,15.0,2.0,323.0,599.0,249.0,828.0,65.0,62.0,540.0,14.0,4639.0,39.0,138.0,1.0,1035.0,7.0,8.0,1382.0,3680.0,4.0,5.0,382.0,131.0,1015.0,71.0,727.0,8.0,5.0,7.0
2019-11-14,170.0,14.0,185.0,144.0,488.0,1264.0,185.0,282.0,1248.0,8.0,28.0,358.0,308.0,6.0,2751.0,7.0,208.0,20.0,24.0,7.0,35.0,145.0,45.0,53.0,88.0,110.0,236.0,19.0,22.0,536.0,683.0,238.0,3.0,834.0,112.0,111.0,11.0,55.0,14.0,6.0,4.0,41.0,29.0,188.0,19.0,344.0,28.0,74.0,10.0,1.0,339.0,583.0,118.0,889.0,66.0,43.0,613.0,32.0,5056.0,41.0,115.0,0.0,989.0,9.0,5.0,1500.0,3578.0,7.0,2.0,431.0,102.0,1060.0,68.0,668.0,2.0,4.0,4.0
2019-11-15,144.0,15.0,220.0,121.0,543.0,1304.0,157.0,235.0,1251.0,0.0,35.0,365.0,255.0,0.0,2660.0,4.0,247.0,12.0,19.0,13.0,36.0,234.0,41.0,63.0,109.0,129.0,258.0,19.0,20.0,530.0,726.0,234.0,5.0,817.0,117.0,85.0,2.0,68.0,20.0,6.0,12.0,39.0,28.0,201.0,9.0,396.0,39.0,63.0,4.0,1.0,418.0,567.0,139.0,769.0,66.0,59.0,641.0,20.0,5173.0,38.0,109.0,0.0,1043.0,7.0,8.0,1507.0,3574.0,12.0,0.0,478.0,107.0,940.0,47.0,585.0,3.0,7.0,3.0
2019-11-16,144.0,14.0,228.0,77.0,523.0,1396.0,191.0,256.0,1206.0,1.0,35.0,439.0,289.0,3.0,2803.0,15.0,238.0,19.0,18.0,9.0,55.0,253.0,80.0,68.0,115.0,137.0,288.0,16.0,16.0,601.0,767.0,260.0,2.0,920.0,119.0,115.0,4.0,78.0,8.0,4.0,6.0,30.0,25.0,187.0,12.0,407.0,28.0,68.0,15.0,0.0,574.0,734.0,138.0,853.0,73.0,34.0,878.0,14.0,5841.0,20.0,71.0,1.0,1223.0,3.0,6.0,1690.0,3835.0,6.0,9.0,575.0,119.0,1075.0,24.0,722.0,4.0,4.0,2.0
2019-11-17,121.0,16.0,151.0,124.0,470.0,1196.0,127.0,266.0,1163.0,4.0,35.0,391.0,238.0,3.0,2600.0,9.0,130.0,7.0,22.0,2.0,36.0,159.0,47.0,36.0,53.0,106.0,254.0,18.0,20.0,540.0,694.0,188.0,5.0,737.0,52.0,79.0,3.0,57.0,13.0,7.0,8.0,36.0,43.0,174.0,13.0,381.0,26.0,63.0,8.0,0.0,287.0,574.0,206.0,817.0,59.0,55.0,560.0,28.0,4429.0,47.0,131.0,0.0,1025.0,6.0,11.0,1291.0,3228.0,3.0,4.0,356.0,114.0,933.0,27.0,687.0,4.0,6.0,5.0
2019-11-18,135.0,12.0,158.0,138.0,503.0,1151.0,158.0,253.0,1195.0,1.0,24.0,325.0,187.0,1.0,2593.0,3.0,144.0,8.0,18.0,5.0,23.0,109.0,20.0,28.0,38.0,74.0,187.0,10.0,16.0,484.0,623.0,225.0,5.0,627.0,66.0,86.0,1.0,61.0,6.0,7.0,3.0,42.0,14.0,167.0,17.0,337.0,16.0,65.0,13.0,1.0,245.0,493.0,151.0,796.0,75.0,62.0,379.0,22.0,3715.0,51.0,150.0,0.0,948.0,1.0,6.0,1261.0,3178.0,3.0,6.0,223.0,126.0,873.0,33.0,653.0,6.0,4.0,3.0
2019-11-19,157.0,20.0,167.0,112.0,459.0,1110.0,189.0,264.0,1259.0,1.0,23.0,332.0,215.0,2.0,2790.0,8.0,144.0,7.0,21.0,6.0,48.0,132.0,50.0,34.0,50.0,91.0,211.0,21.0,16.0,548.0,724.0,230.0,9.0,697.0,77.0,96.0,3.0,46.0,8.0,5.0,4.0,35.0,30.0,166.0,16.0,326.0,13.0,55.0,14.0,1.0,321.0,474.0,132.0,870.0,72.0,68.0,536.0,24.0,4183.0,52.0,129.0,1.0,899.0,3.0,8.0,1363.0,3369.0,5.0,7.0,339.0,146.0,920.0,50.0,630.0,5.0,3.0,2.0
2019-11-20,162.0,18.0,174.0,114.0,478.0,1257.0,182.0,264.0,1284.0,2.0,29.0,352.0,255.0,6.0,2970.0,11.0,203.0,2.0,16.0,6.0,41.0,233.0,46.0,28.0,61.0,143.0,310.0,13.0,21.0,573.0,721.0,236.0,8.0,902.0,118.0,73.0,3.0,86.0,21.0,1.0,6.0,25.0,23.0,164.0,15.0,352.0,37.0,67.0,15.0,4.0,410.0,575.0,176.0,918.0,76.0,54.0,587.0,18.0,4871.0,42.0,147.0,2.0,1090.0,8.0,12.0,1580.0,3744.0,7.0,2.0,417.0,133.0,1080.0,27.0,711.0,7.0,2.0,4.0
2019-11-21,159.0,10.0,202.0,106.0,491.0,1256.0,330.0,276.0,1115.0,3.0,29.0,358.0,215.0,2.0,2932.0,16.0,215.0,7.0,26.0,4.0,35.0,214.0,70.0,34.0,65.0,171.0,315.0,10.0,20.0,572.0,756.0,252.0,7.0,779.0,93.0,82.0,3.0,90.0,15.0,8.0,6.0,29.0,19.0,165.0,21.0,324.0,30.0,70.0,16.0,0.0,443.0,639.0,163.0,907.0,54.0,52.0,681.0,11.0,4784.0,52.0,107.0,4.0,1073.0,10.0,19.0,1466.0,3606.0,5.0,1.0,405.0,134.0,1024.0,25.0,642.0,4.0,4.0,2.0
2019-11-22,167.0,20.0,238.0,136.0,576.0,1305.0,253.0,264.0,1227.0,4.0,31.0,430.0,255.0,4.0,2797.0,6.0,318.0,13.0,18.0,2.0,48.0,184.0,86.0,65.0,104.0,130.0,278.0,18.0,9.0,660.0,671.0,243.0,2.0,902.0,154.0,86.0,7.0,73.0,9.0,8.0,7.0,28.0,24.0,180.0,17.0,309.0,40.0,89.0,19.0,0.0,436.0,660.0,106.0,848.0,54.0,53.0,773.0,13.0,5177.0,41.0,123.0,3.0,1106.0,11.0,12.0,1676.0,3703.0,7.0,10.0,621.0,112.0,1177.0,31.0,707.0,4.0,2.0,1.0
2019-11-23,195.0,16.0,272.0,94.0,472.0,1298.0,243.0,255.0,1361.0,5.0,38.0,387.0,267.0,11.0,2504.0,17.0,304.0,21.0,12.0,7.0,57.0,221.0,85.0,90.0,127.0,144.0,359.0,23.0,14.0,715.0,689.0,261.0,7.0,950.0,148.0,99.0,2.0,76.0,10.0,7.0,7.0,23.0,30.0,252.0,23.0,322.0,27.0,76.0,14.0,2.0,541.0,738.0,127.0,860.0,69.0,54.0,1082.0,26.0,5718.0,59.0,86.0,1.0,1161.0,5.0,15.0,1603.0,3662.0,9.0,2.0,715.0,134.0,1253.0,20.0,640.0,4.0,6.0,4.0
2019-11-24,152.0,18.0,208.0,117.0,355.0,991.0,189.0,241.0,1311.0,9.0,32.0,355.0,240.0,2.0,2436.0,6.0,197.0,5.0,14.0,10.0,41.0,156.0,45.0,66.0,81.0,114.0,200.0,15.0,16.0,585.0,505.0,227.0,6.0,773.0,84.0,95.0,3.0,68.0,8.0,4.0,6.0,39.0,23.0,183.0,9.0,329.0,21.0,63.0,14.0,1.0,318.0,512.0,210.0,770.0,52.0,54.0,677.0,24.0,4461.0,28.0,109.0,0.0,960.0,6.0,11.0,1320.0,3245.0,5.0,3.0,454.0,142.0,1029.0,20.0,691.0,4.0,4.0,1.0
2019-11-25,170.0,32.0,178.0,159.0,434.0,1155.0,265.0,303.0,1084.0,4.0,33.0,1677.0,212.0,2.0,3161.0,5.0,217.0,9.0,23.0,12.0,59.0,108.0,61.0,47.0,48.0,94.0,250.0,17.0,21.0,596.0,542.0,231.0,4.0,773.0,103.0,73.0,1.0,50.0,10.0,3.0,6.0,42.0,17.0,146.0,6.0,952.0,21.0,68.0,17.0,0.0,284.0,576.0,195.0,993.0,52.0,61.0,564.0,34.0,12944.0,62.0,163.0,3.0,1055.0,6.0,7.0,1491.0,3840.0,0.0,3.0,397.0,133.0,896.0,26.0,692.0,6.0,6.0,10.0
2019-11-26,187.0,20.0,217.0,168.0,414.0,1334.0,250.0,299.0,1157.0,7.0,32.0,1384.0,332.0,9.0,3338.0,13.0,191.0,21.0,32.0,12.0,52.0,90.0,75.0,50.0,72.0,98.0,235.0,16.0,14.0,600.0,754.0,231.0,8.0,760.0,107.0,77.0,4.0,62.0,16.0,9.0,2.0,22.0,25.0,172.0,8.0,662.0,18.0,67.0,11.0,2.0,292.0,563.0,247.0,1045.0,46.0,58.0,568.0,17.0,11375.0,70.0,154.0,2.0,1036.0,9.0,9.0,1533.0,3985.0,5.0,3.0,375.0,109.0,932.0,23.0,758.0,6.0,10.0,4.0
2019-11-27,183.0,19.0,214.0,134.0,438.0,1338.0,242.0,241.0,1248.0,4.0,36.0,411.0,1417.0,7.0,3119.0,10.0,194.0,8.0,18.0,11.0,48.0,93.0,73.0,57.0,74.0,111.0,185.0,14.0,19.0,916.0,3132.0,276.0,4.0,764.0,124.0,75.0,3.0,73.0,13.0,5.0,10.0,46.0,31.0,182.0,13.0,599.0,29.0,90.0,13.0,2.0,294.0,668.0,179.0,944.0,44.0,70.0,683.0,30.0,5002.0,47.0,161.0,1.0,1230.0,8.0,11.0,1543.0,3838.0,8.0,5.0,431.0,123.0,965.0,30.0,742.0,12.0,9.0,2.0
2019-11-28,728.0,59.0,846.0,423.0,1889.0,4669.0,782.0,1312.0,5020.0,8.0,72.0,1681.0,1474.0,10.0,10160.0,37.0,614.0,32.0,89.0,17.0,136.0,327.0,205.0,140.0,208.0,338.0,742.0,60.0,65.0,2442.0,3499.0,741.0,13.0,2450.0,392.0,280.0,10.0,202.0,31.0,16.0,15.0,156.0,95.0,606.0,42.0,1498.0,64.0,356.0,57.0,2.0,1034.0,1902.0,622.0,3425.0,153.0,210.0,1804.0,85.0,18340.0,144.0,421.0,6.0,3657.0,21.0,22.0,5442.0,14689.0,17.0,13.0,1253.0,449.0,3868.0,74.0,2831.0,25.0,23.0,27.0
2019-11-29,1234.0,93.0,1496.0,560.0,2599.0,6336.0,982.0,1938.0,8721.0,19.0,75.0,2528.0,1496.0,21.0,13652.0,41.0,941.0,80.0,128.0,43.0,220.0,449.0,282.0,197.0,352.0,520.0,1049.0,106.0,73.0,4336.0,3441.0,954.0,32.0,3873.0,704.0,394.0,11.0,270.0,60.0,23.0,30.0,304.0,115.0,1046.0,62.0,1948.0,106.0,605.0,68.0,0.0,1636.0,3204.0,848.0,4450.0,194.0,360.0,2887.0,115.0,29387.0,207.0,541.0,6.0,6165.0,45.0,42.0,8523.0,22635.0,14.0,28.0,1807.0,739.0,6872.0,94.0,4320.0,39.0,38.0,21.0
2019-11-30,458.0,50.0,599.0,273.0,996.0,2455.0,350.0,787.0,3085.0,19.0,34.0,1121.0,605.0,16.0,5601.0,20.0,407.0,40.0,61.0,12.0,110.0,242.0,119.0,105.0,161.0,251.0,522.0,34.0,35.0,1481.0,1374.0,397.0,11.0,1519.0,306.0,153.0,15.0,131.0,23.0,24.0,15.0,123.0,54.0,502.0,27.0,813.0,46.0,204.0,52.0,15.0,789.0,1446.0,451.0,1718.0,107.0,177.0,1617.0,72.0,11298.0,102.0,277.0,5.0,2602.0,33.0,33.0,3355.0,9201.0,2.0,7.0,965.0,254.0,2575.0,40.0,1981.0,12.0,24.0,6.0
2019-12-01,506.0,104.0,314.0,247.0,1124.0,3189.0,431.0,1569.0,3563.0,5.0,16.0,1053.0,1207.0,4.0,5499.0,9.0,345.0,29.0,20.0,19.0,66.0,166.0,54.0,58.0,66.0,298.0,321.0,18.0,21.0,1244.0,2622.0,222.0,9.0,1622.0,318.0,118.0,5.0,164.0,37.0,9.0,21.0,407.0,37.0,225.0,10.0,476.0,25.0,146.0,39.0,3.0,589.0,1212.0,299.0,1803.0,63.0,185.0,834.0,41.0,12648.0,64.0,226.0,1.0,2233.0,18.0,24.0,2867.0,12593.0,5.0,3.0,462.0,646.0,1962.0,80.0,1275.0,4.0,24.0,11.0
2019-12-02,532.0,92.0,278.0,215.0,964.0,2373.0,479.0,1255.0,3448.0,14.0,18.0,903.0,861.0,7.0,5508.0,14.0,384.0,20.0,21.0,6.0,62.0,116.0,54.0,34.0,57.0,309.0,260.0,23.0,15.0,1030.0,2225.0,273.0,8.0,1262.0,274.0,150.0,7.0,153.0,37.0,11.0,31.0,471.0,38.0,243.0,9.0,549.0,36.0,116.0,17.0,3.0,538.0,1151.0,286.0,1822.0,51.0,143.0,713.0,41.0,10124.0,65.0,210.0,1.0,1926.0,12.0,28.0,2646.0,11383.0,6.0,9.0,392.0,738.0,1753.0,89.0,1181.0,2.0,22.0,7.0
2019-12-03,177.0,19.0,204.0,127.0,326.0,826.0,298.0,284.0,805.0,9.0,20.0,255.0,155.0,8.0,2679.0,10.0,245.0,9.0,14.0,1.0,41.0,96.0,58.0,59.0,66.0,144.0,180.0,20.0,13.0,412.0,657.0,170.0,2.0,706.0,157.0,73.0,3.0,96.0,8.0,6.0,1.0,32.0,22.0,124.0,4.0,228.0,32.0,35.0,13.0,4.0,259.0,519.0,130.0,895.0,29.0,51.0,642.0,17.0,3530.0,48.0,120.0,2.0,774.0,8.0,7.0,1084.0,3065.0,7.0,5.0,322.0,100.0,665.0,14.0,539.0,3.0,7.0,3.0
2019-12-04,134.0,13.0,198.0,135.0,386.0,1017.0,283.0,265.0,875.0,14.0,25.0,260.0,206.0,4.0,2935.0,5.0,277.0,18.0,13.0,6.0,33.0,114.0,55.0,67.0,86.0,141.0,201.0,19.0,12.0,504.0,593.0,208.0,3.0,773.0,206.0,43.0,8.0,83.0,17.0,2.0,4.0,27.0,42.0,189.0,9.0,313.0,46.0,54.0,19.0,6.0,288.0,646.0,137.0,956.0,24.0,49.0,716.0,21.0,3814.0,56.0,112.0,1.0,818.0,17.0,23.0,1211.0,3253.0,5.0,6.0,345.0,114.0,744.0,19.0,591.0,7.0,7.0,3.0
